Random waveform, supplied seed
Total number of intervals = 252 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431)
Average QPS expected = 57290
Timestamp start: 1778166257186
Timestamp end: 1778167517537

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      405.5   523.4    86.8   148.2   168.6   297.7   362.5   402.7   436.0   483.1   560.7   773.1  3176.0  5780.4  8058.8 103817.2   103882
read      269.3   111.4    80.4   132.7   147.9   252.9   306.7   335.8   356.5   380.1   409.6   457.8   576.3   832.9  2728.6  70068.2    70314
read      269.1   107.9    80.4   132.6   147.9   255.9   309.1   336.5   355.8   377.5   405.0   450.4   553.7   778.1  1879.1  61773.0    61679
read      324.7   260.9    80.4   136.7   153.5   282.5   342.7   378.8   407.3   447.5   511.7   630.0  1046.9  3877.7  7345.0  49700.6    49557
read      301.9   185.2    86.8   143.9   163.2   282.8   330.6   356.9   375.1   398.3   428.6   481.5   756.0  2698.4  4434.3  19369.8    19325
read      264.4    94.4    93.8   155.7   172.0   253.7   287.4   306.4   319.6   337.8   361.7   399.6   513.0  1164.8  1976.9   9176.6     9128
read      530.5   785.1    80.4   158.1   182.9   328.6   404.3   458.5   504.8   574.3   733.1  1847.7  4149.7  7969.4 12225.7  94794.2    94933
read      322.8   295.1    80.4   150.6   170.5   295.7   347.0   375.8   397.1   422.7   456.8   518.8   798.9  3574.1 10897.6  24283.6    24327
read      513.1   799.8    80.4   141.5   161.0   299.0   366.4   410.4   450.8   518.2   705.5  2117.3  4199.1  7762.3  9494.6  71932.8    71896
read      274.9   150.7    80.4   136.8   152.1   252.0   303.5   332.3   353.1   377.9   410.8   466.8   669.3  1636.4  3779.3  93567.6    93771
read      296.8   188.2    86.8   149.7   167.1   277.8   320.8   346.3   365.3   387.7   417.4   465.5   699.4  2463.5  7420.3  20415.6    20452
read      341.3   363.8    80.4   139.4   156.0   289.0   350.6   387.5   416.1   454.3   513.0   606.0  1562.4  5422.5  9622.5  42226.8    42338
read      385.3   642.7    80.4   135.2   150.9   265.7   325.4   359.5   385.4   419.5   471.8   704.5  3348.1  7960.5 14753.9  72496.8    72627
read      258.4   108.6    80.4   130.5   144.5   239.7   293.5   322.2   342.5   366.3   395.2   436.6   542.3   852.7  2073.5  80396.8    80603
read      332.1   346.9    80.4   137.8   153.5   278.6   338.6   373.3   400.6   436.6   498.2   612.5  1487.4  5249.5  8123.0  48993.4    49049
read      267.2   131.4    80.4   136.2   150.9   247.1   297.9   326.5   346.8   371.0   401.3   450.0   584.3  1301.2  3273.4  92495.4    92305
read      262.4   103.7    80.4   133.1   147.6   251.0   302.4   328.0   345.4   366.4   392.0   429.7   509.2   727.4  2676.6  57012.6    56889
read      258.1   114.6    80.4   130.6   144.4   239.4   293.2   321.6   341.7   364.7   393.2   434.9   537.6   892.4  3089.5  77916.2    78036
read      258.9   103.0    80.4   131.1   145.1   241.9   296.3   324.6   344.0   366.8   394.5   434.5   531.0   774.7  1683.0  71651.8    71583
read      258.7   107.9    80.4   130.9   144.8   241.2   295.4   323.9   343.7   366.7   394.5   434.8   532.2   787.0  2532.7  72696.2    72609
read      264.7   143.9    86.8   135.9   150.6   243.2   291.9   318.9   339.0   362.9   393.4   441.0   585.6  1802.8  3515.6 107363.4   107382
read      256.2   118.6    80.4   129.9   143.8   236.4   288.2   316.7   337.1   360.6   390.1   433.8   548.7  1006.1  2986.3  86523.4    86530
read      285.7   175.2    93.8   150.0   166.6   268.8   309.3   331.9   347.6   367.8   394.8   437.8   679.8  2380.3  7489.7  16500.0    16550
read      510.2   792.6    80.4   143.3   163.9   300.1   370.4   417.8   459.1   520.9   656.7  2389.2  3951.4  7747.0  9832.6  84532.0    84534
read      263.9   118.0    80.4   130.9   145.6   246.9   300.5   329.0   348.7   372.1   401.0   446.9   556.0   862.7  2006.8  72747.0    72631
read      334.8   289.7    80.4   137.7   154.7   285.2   346.2   383.8   413.9   455.7   523.7   644.1  1358.7  4016.7  7650.9  49255.8    49291
read      264.7   109.5    80.4   131.4   146.1   250.4   303.9   331.3   350.2   372.2   399.7   441.2   540.6   855.6  2030.6  62246.4    62175
read      258.3   121.8    80.4   130.4   144.2   238.6   292.1   320.4   340.9   364.0   393.0   435.5   545.5  1066.4  3087.5  80204.2    80213
read      290.6   189.4    93.8   151.1   169.2   272.8   314.4   337.8   354.8   374.0   400.7   445.2   688.6  2422.2  7648.8  16641.2    16566
read      341.2   336.5    80.4   137.0   152.6   278.5   342.8   382.4   414.8   461.8   542.4   679.8  1641.5  4625.5  7828.1  54183.6    53985
read      330.2   372.6    80.4   140.9   157.8   267.2   322.3   355.6   381.0   413.7   463.1   574.8  1932.5  4377.2  8273.2 101705.2   101949
read      296.2   194.8    86.8   143.3   160.7   276.5   322.6   349.7   370.1   394.4   425.7   475.6   666.6  2683.5  7154.9  24099.2    24076
read      336.1   362.0    80.4   135.3   151.0   273.7   334.4   370.3   399.5   439.4   509.5   644.2  1712.0  4935.6  8002.7  52528.0    52574
read      315.5   336.4    80.4   139.0   155.0   259.8   313.4   344.4   368.7   398.7   443.3   540.4  1706.4  4219.0  7842.7 106503.0   106271
read      265.7   152.5    80.4   135.4   150.2   244.3   293.1   320.3   340.5   364.2   394.5   443.0   592.2  1862.8  3626.2 105513.4   105451
read      262.0   113.8    80.4   132.6   147.2   242.7   295.0   323.6   344.1   368.5   398.5   444.4   563.6  1020.3  2172.3  86050.2    86087
read      320.5   265.5    80.4   143.3   161.3   288.8   343.0   374.2   397.4   424.8   461.4   530.6  1061.3  3905.4  7898.7  29147.0    29108
read      418.8   550.4    80.4   144.7   164.5   298.5   367.4   412.4   452.0   509.2   605.9   881.9  2991.6  7210.3  8780.6 101073.6   101115
read      258.7   110.3    80.4   130.8   144.6   241.0   294.9   323.1   342.8   365.4   393.4   434.0   535.4   851.7  2575.5  74016.6    74326
read      263.1   120.6    80.4   132.9   147.3   244.7   298.9   327.6   347.2   370.5   398.9   442.1   556.4   931.0  2941.1  75865.2    75832
read      261.2   134.0    80.4   133.0   147.4   239.9   290.3   318.2   338.8   362.8   393.1   438.7   582.8  1476.1  3631.2  94934.6    94901
read      277.2   148.3    93.8   148.7   165.2   264.5   303.2   324.4   340.7   360.1   384.5   423.3   550.2  1902.8  6986.9  15841.6    15809
read      337.5   330.4    86.8   141.4   159.5   303.2   366.0   398.9   422.4   449.6   486.0   546.1  1124.9  4616.0 12045.5  28735.4    28874
read      305.2   270.6    80.4   134.7   149.7   267.7   322.8   354.6   378.2   408.7   454.1   544.0  1095.5  3906.5  8003.0  51998.6    51882
read      321.1   256.0    86.8   139.5   156.6   289.0   346.8   379.6   403.0   432.5   471.9   546.2   966.1  3913.0  7700.0  32763.6    32653
read      283.5   128.8    86.8   137.1   151.3   269.6   322.2   352.1   373.4   398.9   431.1   481.2   591.7  1391.7  3288.9  41855.2    41676
read      272.0   140.3    80.4   131.7   145.6   250.3   306.6   336.1   357.4   382.3   415.5   470.4   640.5  1457.7  3662.2  62991.8    63019
read      265.0   126.4    86.8   134.8   149.9   245.0   294.9   322.3   342.8   367.2   397.8   445.1   582.7  1364.5  3059.4  99097.8    99164
read      333.1   320.4    86.8   135.9   152.4   281.2   342.0   377.3   405.0   443.0   504.2   617.3  1582.0  4147.4  7851.5  47130.2    47055
read      269.9   107.2    80.4   132.8   147.9   256.0   309.7   337.6   357.5   380.4   408.8   453.9   565.8   795.6  1701.8  62436.0    62394
read      275.5   131.4    86.8   138.2   154.0   255.0   305.3   333.6   354.5   379.2   411.9   466.0   634.5  1479.4  3050.1  98579.0    98519
read      336.2   311.7    80.4   142.2   161.5   294.9   352.5   386.5   412.8   446.2   493.1   575.7  1291.7  4543.1  8014.1  32027.2    32122
read      305.9   170.9    80.4   135.7   151.8   279.6   340.8   377.0   404.1   436.8   484.4   562.8   761.7  1987.4  3789.6  49480.2    49464
read      332.7   267.3    80.4   147.8   168.4   303.1   360.6   392.0   414.4   440.2   475.0   538.8   998.5  4046.6  7837.5  24013.4    24034
read      486.1   730.1    80.4   141.4   161.0   298.0   366.5   409.8   448.9   512.3   674.3  1767.0  3898.7  7624.6  9603.3  77328.8    77363
read      272.6   139.8    80.4   134.2   149.9   251.0   302.8   331.8   352.8   377.5   410.8   465.4   636.8  1585.3  3703.9  91357.8    91698
read      355.3   418.1    80.4   139.4   157.9   293.8   354.4   389.9   417.5   453.7   509.6   617.8  1993.9  6490.1  8948.6  38995.6    38997
read      265.1   122.6    80.4   131.6   146.5   245.2   296.9   325.4   345.8   370.5   401.3   451.9   596.8  1284.9  2640.4  85999.2    86028
read      268.9   142.6    80.4   133.2   148.4   248.4   301.4   330.7   351.4   375.8   407.3   458.1   601.3  1212.0  3199.2  83102.4    83012
read      300.7   201.1    86.8   156.1   175.5   280.8   322.3   345.9   364.3   385.5   412.7   461.3   753.0  2802.1  7810.6  14900.0    15024
read      394.7   512.5    80.4   136.0   152.6   277.8   340.1   378.4   410.4   461.7   605.0  1099.8  2723.6  6317.7  8892.4  56514.8    56640
read      276.7   153.7    80.4   135.1   150.6   250.5   301.9   331.3   352.9   379.1   415.4   481.4   757.1  1722.9  3816.1  97106.2    97362
read      266.4   134.4    80.4   136.9   151.9   246.5   294.4   321.3   341.5   365.5   395.8   443.9   582.5  1604.5  4084.8 107595.8   107412
read      261.0   113.0    80.4   131.4   145.6   246.3   299.9   326.9   345.1   366.7   393.1   432.4   528.4   803.2  2002.8  65154.8    65030
read      257.5   112.5    80.4   130.7   144.3   239.0   292.4   320.6   340.6   363.6   391.9   433.5   541.0   900.9  2542.7  79037.0    79278
read      304.0   204.2    86.8   136.0   151.4   274.0   331.5   363.9   388.9   421.4   468.0   560.1   829.9  2665.6  5967.5  47561.2    47544
read      261.9   124.3    80.4   135.8   150.6   242.9   291.6   318.4   338.1   361.4   391.0   435.1   562.0  1298.4  2776.0 105328.2   105368
read      263.7   107.8    80.4   134.1   148.9   251.9   304.4   330.2   347.3   367.7   392.8   430.4   510.3   689.0  2735.6  58299.8    58181
read      268.5    97.9    80.4   138.3   153.2   258.6   309.4   334.7   352.1   371.6   397.1   434.0   516.6   676.9  1733.3  56797.8    56960
read      279.9   165.9    93.8   151.5   168.6   262.4   299.9   321.0   337.7   357.2   382.5   425.0   671.7  2354.0  4973.2  14820.6    14849
read      474.1   782.0    86.8   137.0   153.1   276.3   335.7   371.1   400.5   447.4   581.5  2130.5  3893.6  7889.5 12792.2  63617.0    63672
read      281.5   150.6    80.4   134.1   148.4   263.2   315.7   344.4   366.5   393.1   428.2   489.6   638.3  1657.1  4839.8  48271.8    48289
read      261.1   184.7    93.8   147.1   162.4   243.7   277.1   295.7   310.2   327.1   350.5   392.7   639.9  2028.4  8848.6  11834.2    11797
read      252.1   220.5    86.8   152.9   168.4   238.0   266.3   281.5   292.8   307.2   325.7   358.9   441.0  2761.2  9105.5  10828.8    10781
read      261.0    99.6    80.4   134.3   149.3   256.2   301.8   322.9   337.9   355.2   376.5   411.4   483.8   625.8  2657.5  49276.2    49362
read      265.7   113.2    80.4   136.3   151.5   249.1   298.4   325.8   345.2   368.8   398.3   445.4   564.4   793.9  2717.5 102015.2   102119
read      263.8    96.8    80.4   136.2   151.5   259.8   304.8   326.3   341.4   359.2   380.7   414.8   483.5   604.3  2365.2  46240.6    46213
read      260.5   101.7    80.4   133.7   148.8   245.0   294.6   321.3   341.0   363.9   392.2   434.4   538.7   717.9  1585.7  97124.8    97025
read      260.6    85.5    93.8   153.6   171.3   258.1   287.6   303.3   314.7   328.4   345.0   372.7   438.4   672.2  2695.3  18427.2    18351
read      266.5    80.0    93.8   153.0   171.1   264.9   296.5   313.5   325.4   340.2   359.7   389.7   454.1   561.8  1907.0  21442.2    21426
read      268.6    91.3    80.4   138.9   154.7   265.0   309.5   331.7   346.6   365.5   388.4   422.4   492.2   594.4  1246.3  43131.6    43013
read      261.0   108.0    80.4   131.5   146.0   248.1   300.8   327.0   344.5   365.5   391.2   429.7   519.7   687.9  2736.4  67423.4    67376
read      266.4    96.3    80.4   141.2   157.6   265.7   303.4   321.8   335.9   351.3   371.5   402.0   467.4   626.5  2979.6  36119.0    36043
read      251.3    93.0   101.3   165.9   180.1   242.5   269.4   284.6   295.0   309.6   328.2   359.3   429.4   889.0  3441.9   6267.2     6255
read      279.2   114.4    80.4   141.0   157.9   262.5   312.3   340.0   360.4   384.5   416.3   469.7   619.7   938.8  1872.9 102611.0   102499
read      281.2   108.8    86.8   150.7   169.6   277.5   314.5   334.9   349.0   367.2   390.3   425.9   510.8   692.0  3837.0  26222.0    26263
read      264.4    96.6    80.4   133.3   148.4   255.2   306.6   332.1   349.4   369.6   394.3   429.9   500.9   623.7  1316.5  56715.4    56974
read      269.3    95.5    80.4   139.8   155.6   267.2   309.9   331.3   345.8   364.0   386.0   418.8   483.6   595.1  1991.9  40976.0    40869
read      269.5   112.7    86.8   138.5   154.1   263.8   310.9   334.0   349.4   368.0   391.0   424.6   491.8   645.5  3153.9  46575.8    46514
read      256.5    67.0    86.8   163.1   180.5   253.8   280.2   294.4   305.4   317.4   334.6   361.0   418.2   526.0  1422.1  11410.0    11431

Total QPS = 57289.2 (72184352 / 1260.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 17829535685 bytes :   13.5 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.85%,6.03%,100.00%
